Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
black-shalwar-kameez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Black-1.jpg?v=1771929697,2,,,,,,,,,,,
black-shalwar-kameez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Black-2.jpg?v=1771929697,3,,,,,,,,,,,
black-shalwar-kameez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/5e0c6ee2-2e0e-4266-b961-00729c37a6e8_cb61b5bb-8444-43c4-8239-6cc7c459fa6a.jpg?v=1789210376,4,,,,,,,,,,,
black-shalwar-kameez,,"<div>
<meta charset=""utf-8"">Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Black, Shalwar Kameez",TRUE,Color,Black,Size,M,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
black-shalwar-kameez,,"<div>
<meta charset=""utf-8"">Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Black, Shalwar Kameez",TRUE,Color,Black,Size,L,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
black-shalwar-kameez,,"<div>
<meta charset=""utf-8"">Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Black, Shalwar Kameez",TRUE,Color,Black,Size,XL,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
off-white-shalwar-kameez,White Shalwar Kameez,"<div>Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Off White, Shalwar Kameez",TRUE,Color,Off White,Size,S,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/whiite-3.jpg?v=1771927920,1,,,,,,g,,,,,active
off-white-shalwar-kameez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/whiite-2.jpg?v=1771927920,2,,,,,,,,,,,
off-white-shalwar-kameez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/whiite-1.jpg?v=1771927920,3,,,,,,,,,,,
off-white-shalwar-kameez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/5e0c6ee2-2e0e-4266-b961-00729c37a6e8_72d650f8-627b-4568-8e39-904234cd9d2f.jpg?v=1789210336,4,,,,,,,,,,,
off-white-shalwar-kameez,,"<div>Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Off White, Shalwar Kameez",TRUE,Color,Off White,Size,M,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
off-white-shalwar-kameez,,"<div>Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Off White, Shalwar Kameez",TRUE,Color,Off White,Size,L,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
off-white-shalwar-kameez,,"<div>Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Off White, Shalwar Kameez",TRUE,Color,Off White,Size,XL,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
brown-shalwar-kameez,Brown Shalwar Kameez,"<div>Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Brown, Shalwar Kameez",TRUE,Color,Brown,Size,S,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Brown-1.jpg?v=1771928655,1,,,,,,g,,,,,active
brown-shalwar-kameez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Brown-2_2825daa2-3304-46f5-bb14-a08707053f75.jpg?v=1771928655,2,,,,,,,,,,,
brown-shalwar-kameez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Brown-3_7dfa71d2-857e-455a-be20-3a9c1e44a787.jpg?v=1771928655,3,,,,,,,,,,,
brown-shalwar-kameez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/WhatsAppImage2026-02-11at1.27.20PM_c619edcb-2e4b-4052-bc69-ed6d32569fe6.jpg?v=1771928655,4,,,,,,,,,,,
brown-shalwar-kameez,,"<div>Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Brown, Shalwar Kameez",TRUE,Color,Brown,Size,M,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
brown-shalwar-kameez,,"<div>Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Brown, Shalwar Kameez",TRUE,Color,Brown,Size,L,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
brown-shalwar-kameez,,"<div>Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Brown, Shalwar Kameez",TRUE,Color,Brown,Size,XL,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
tripod-selfie-stick-white,Tripod Selfie Stick White,"<p>Phone Selfie Stick Tripod,Smartphone Tripod Stand All-in-1 with Integrated Wireless Remote,Portable,Lightweight,Extendable Phone Tripod for iPhone/Android(White)</p>
<h3>Features:<meta charset=""utf-8"">
</h3>
<p><span class=""a-list-item"">All in 1 Travel Tripod: The phone holder is a perfect combination of a selfie stick and a tripod. It has a fully telescopic handle and built-in foldable legs. When press the button at the bottom of the phone tripod, the three legs will open and can be used as a stand tripod. After adjusting the height of the telescopic pole, it can double as a desktop tripod. The multi-function tripod for phone is very suitable for taking pictures,Face time etc</span></p>
<p><span class=""a-list-item"">67"" Telescopic Pole: The telescopic Pole is made of aluminum alloy,so the phone tripod stand is not only lightweight but also corrosion-resistant, sturdy. The adjustable height of the cell phone tripod is 11.4~67 inches (completely folded 11.4 inches, adjusted in 10 stections), allowing you to shoot various heights that other phone tripod mount cannot shoot, capturing a wider field of view, and satisfying your needs in different occasions</span></p>
<p><span class=""a-list-item"">Reinforced Tripod Base: Very easy to use, just press the button on the bottom to unlock three legs of the tripod for iphone. The base of the newly upgraded cellphone tripod adopts a reinforced design with a silicone non-slip foot pad, which is more stable after unfolding and is not easy to shake. Note: In the tripod mode, the phone must be placed in the center of the sliding track, which is consistent with the center of gravity of the tripod to avoid tipping</span></p>
<p><span class=""a-list-item"">Chargeable Remote Shutter: The tripod for phone has a built-in rechargeable wireless remote control,supports shooting within 10m,is compatible with iphone/Android,quickly realizes pairing, and the operation is very simple.When the remote control is not in use,it can be put into the special remote control slot on the handle of the selfie stick for iphone to prevent it from being lost.The mount range of the tripod phone holder is about 2.28-3.46inch in size, which is suitable for 4-7'' phones</span></p>
<p><span class=""a-list-item"">Portable &amp; Rotation: Having a compact design and can be carried around without taking up space. The phone tripod with remote can rotate the phone screen horizontally and vertically , and the angle can be easily adjusted. Aluminum alloy phone clip can support up and down 180 ° rotation to go overhead shooting, and left and right rotation to adjust the angle.In the selfie stick with remote mode, you can also slide the phone mount left and right, which is very flexible and convenient.</span></p>",House of Melone,,,"gadget, White",TRUE,Title,Default Title,,,,,Tripod Selfie Stick Black,1000,,0,deny,manual,10000.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/wb-fb1-1.jpg?v=1775570778,1,,,,,,g,,,,,active
tripod-selfie-stick-white,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/wb-fbh-1_22e76197-6f0d-46e7-b432-562fc8748bc0.jpg?v=1775570778,2,,,,,,,,,,,
tripod-selfie-stick-white,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/wb-fb-hah-1.jpg?v=1775570778,3,,,,,,,,,,,
tripod-selfie-stick-white,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/wb-fb-h-1.jpg?v=1775570778,4,,,,,,,,,,,
blue-pants,Blue Pants,"<p>Relaxed fit trousers made from a flowing Italian fabric. High waistband with front pleats. Front pockets and rear patch pockets. Front zip fly and top button fastening.</p>
<p> </p>
<p><meta charset=""utf-8"">Experience comfort, style, and luxury in every stitch.</p>",Melone,,Pants,"Blue, new in, Pants",TRUE,Color,Blue,Size,S,,,,500,,0,deny,manual,7000.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/web-blue-hh.jpg?v=1775849575,1,,,,,,g,,,,,active
blue-pants,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/web-blue.jpg?v=1775849575,2,,,,,,,,,,,
blue-pants,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/web-blue-h.jpg?v=1775849575,3,,,,,,,,,,,
blue-pants,,"<p>Relaxed fit trousers made from a flowing Italian fabric. High waistband with front pleats. Front pockets and rear patch pockets. Front zip fly and top button fastening.</p>
<p> </p>
<p><meta charset=""utf-8"">Experience comfort, style, and luxury in every stitch.</p>",Melone,,Pants,"Blue, new in, Pants",TRUE,Color,Blue,Size,M,,,,500,,0,deny,manual,7000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
blue-pants,,"<p>Relaxed fit trousers made from a flowing Italian fabric. High waistband with front pleats. Front pockets and rear patch pockets. Front zip fly and top button fastening.</p>
<p> </p>
<p><meta charset=""utf-8"">Experience comfort, style, and luxury in every stitch.</p>",Melone,,Pants,"Blue, new in, Pants",TRUE,Color,Blue,Size,L,,,,500,,0,deny,manual,7000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
brown-pants,Brown Pants,"<p>Relaxed fit trousers made from a flowing Italian fabric. High waistband with front pleats. Front pockets and rear patch pockets. Front zip fly and top button fastening.</p>
<p> </p>
<p><meta charset=""utf-8"">Experience comfort, style, and luxury in every stitch.</p>",Melone,,Pants,"Brown, new in, Pants",TRUE,Color,Brown,Size,S,,,,500,,0,deny,manual,7000.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/brown-1_f3be917b-fc71-4dd4-aa07-8e3208c62bb9.jpg?v=1775850328,1,,,,,,g,,,,,active
brown-pants,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/brown-3-h.jpg?v=1775850328,2,,,,,,,,,,,
brown-pants,,"<p>Relaxed fit trousers made from a flowing Italian fabric. High waistband with front pleats. Front pockets and rear patch pockets. Front zip fly and top button fastening.</p>
<p> </p>
<p><meta charset=""utf-8"">Experience comfort, style, and luxury in every stitch.</p>",Melone,,Pants,"Brown, new in, Pants",TRUE,Color,Brown,Size,M,,,,500,,0,deny,manual,7000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
brown-pants,,"<p>Relaxed fit trousers made from a flowing Italian fabric. High waistband with front pleats. Front pockets and rear patch pockets. Front zip fly and top button fastening.</p>
<p> </p>
<p><meta charset=""utf-8"">Experience comfort, style, and luxury in every stitch.</p>",Melone,,Pants,"Brown, new in, Pants",TRUE,Color,Brown,Size,L,,,,500,,0,deny,manual,7000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
black-pants,Black Pants,"<p>Relaxed fit trousers made from a flowing Italian fabric. High waistband with front pleats. Front pockets and rear patch pockets. Front zip fly and top button fastening.</p>
<p> </p>
<p><meta charset=""utf-8"">Experience comfort, style, and luxury in every stitch.</p>",Melone,,Pants,"Black, new in, Pants",TRUE,Color,Black,Size,S,,,,500,,0,deny,manual,7000.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/black-pj.jpg?v=1775833593,1,,,,,,g,,,,,active
black-pants,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/black-p.jpg?v=1775833593,2,,,,,,,,,,,
black-pants,,"<p>Relaxed fit trousers made from a flowing Italian fabric. High waistband with front pleats. Front pockets and rear patch pockets. Front zip fly and top button fastening.</p>
<p> </p>
<p><meta charset=""utf-8"">Experience comfort, style, and luxury in every stitch.</p>",Melone,,Pants,"Black, new in, Pants",TRUE,Color,Black,Size,M,,,,500,,0,deny,manual,7000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
black-pants,,"<p>Relaxed fit trousers made from a flowing Italian fabric. High waistband with front pleats. Front pockets and rear patch pockets. Front zip fly and top button fastening.</p>
<p> </p>
<p><meta charset=""utf-8"">Experience comfort, style, and luxury in every stitch.</p>",Melone,,Pants,"Black, new in, Pants",TRUE,Color,Black,Size,L,,,,500,,0,deny,manual,7000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
blue-stripe-pants,Blue Stripe Pants,"<div class=""product-detail-description product-detail-info__description"">
<div class=""expandable-text"">
<div class=""expandable-text__content"">
<div class=""expandable-text__inner-content"">
<p>Relaxed fit trousers made from a flowing Italian fabric. High waistband with front pleats. Front pockets and rear patch pockets. Front zip fly and top button fastening.</p>
<p> </p>
<p><meta charset=""utf-8"">Experience comfort, style, and luxury in every stitch.<meta charset=""utf-8""></p>
<div class=""product-detail-description product-detail-info__description"">
<div class=""expandable-text"">
<div class=""expandable-text__content"">
<div class=""expandable-text__inner-content""></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",Melone,,Pants,"Blue, new in, Pants",TRUE,Color,Blue Stripe,Size,S,,,,500,,0,deny,manual,7000.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/webkk.jpg?v=1775825804,1,,,,,,g,,,,,active
blue-stripe-pants,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/webk.-k.jpg?v=1775825804,2,,,,,,,,,,,
blue-stripe-pants,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/WhatsAppImage2026-06-10at3.04.10PM.jpg?v=1781089735,3,,,,,,,,,,,
blue-stripe-pants,,"<div class=""product-detail-description product-detail-info__description"">
<div class=""expandable-text"">
<div class=""expandable-text__content"">
<div class=""expandable-text__inner-content"">
<p>Relaxed fit trousers made from a flowing Italian fabric. High waistband with front pleats. Front pockets and rear patch pockets. Front zip fly and top button fastening.</p>
<p> </p>
<p><meta charset=""utf-8"">Experience comfort, style, and luxury in every stitch.<meta charset=""utf-8""></p>
<div class=""product-detail-description product-detail-info__description"">
<div class=""expandable-text"">
<div class=""expandable-text__content"">
<div class=""expandable-text__inner-content""></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",Melone,,Pants,"Blue, new in, Pants",TRUE,Color,Blue Stripe,Size,M,,,,500,,0,deny,manual,7000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
blue-stripe-pants,,"<div class=""product-detail-description product-detail-info__description"">
<div class=""expandable-text"">
<div class=""expandable-text__content"">
<div class=""expandable-text__inner-content"">
<p>Relaxed fit trousers made from a flowing Italian fabric. High waistband with front pleats. Front pockets and rear patch pockets. Front zip fly and top button fastening.</p>
<p> </p>
<p><meta charset=""utf-8"">Experience comfort, style, and luxury in every stitch.<meta charset=""utf-8""></p>
<div class=""product-detail-description product-detail-info__description"">
<div class=""expandable-text"">
<div class=""expandable-text__content"">
<div class=""expandable-text__inner-content""></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",Melone,,Pants,"Blue, new in, Pants",TRUE,Color,Blue Stripe,Size,L,,,,500,,0,deny,manual,7000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
charcoal-grey-shalwar-kameez,Charcoal Grey Shalwar Kameez,"<div>Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"charcoal grey, Shalwar Kameez",TRUE,Color,Charcoal Grey,Size,S,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/ChatGPTImageAug5_2026_12_49_50PM.png?v=1785922032,1,,,,,,g,,,,,active
charcoal-grey-shalwar-kameez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/5e0c6ee2-2e0e-4266-b961-00729c37a6e8_882e1ca8-7ced-47c1-ba80-1b79fbcda9af.jpg?v=1789210297,2,,,,,,,,,,,
charcoal-grey-shalwar-kameez,,"<div>Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"charcoal grey, Shalwar Kameez",TRUE,Color,Charcoal Grey,Size,M,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
charcoal-grey-shalwar-kameez,,"<div>Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"charcoal grey, Shalwar Kameez",TRUE,Color,Charcoal Grey,Size,L,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
charcoal-grey-shalwar-kameez,,"<div>Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"charcoal grey, Shalwar Kameez",TRUE,Color,Charcoal Grey,Size,XL,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
olive-green-shalwar-kameez,Olive Green Shalwar Kameez,"<div>Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Olive Green, Shalwar Kameez",TRUE,Color,Olive Green,Size,S,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/ChatGPTImageAug5_2026_01_09_46AM.png?v=1785922308,1,,,,,,g,,,,,active
olive-green-shalwar-kameez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/5e0c6ee2-2e0e-4266-b961-00729c37a6e8.jpg?v=1789210277,2,,,,,,,,,,,
olive-green-shalwar-kameez,,"<div>Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Olive Green, Shalwar Kameez",TRUE,Color,Olive Green,Size,M,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
olive-green-shalwar-kameez,,"<div>Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Olive Green, Shalwar Kameez",TRUE,Color,Olive Green,Size,L,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
olive-green-shalwar-kameez,,"<div>Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Olive Green, Shalwar Kameez",TRUE,Color,Olive Green,Size,XL,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
green-irish-linen,Green Irish Linen,"<p>Tailored from <strong>100% premium linen</strong>. The <strong>relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p>A modern take on the <strong>men’s fashion</strong>, this <strong>linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p>Your order will be reserved upon receipt of a 50% advance payment.</p>
<p><strong>Color:</strong> Green<br><strong>Fabric:</strong> 100% Irish Linen</p>",Melone,,Shirts,"Green, Shirt",TRUE,Color,Green,Size,S,,,,500,,0,deny,manual,8500.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/green-linen-1.jpg?v=1789209378,1,,,,,,g,,,,,active
